title,author,rating,isbn,language,pages,ratings_count,reviews_count,year,publisher
Les Deux Tours (Le Seigneur des Anneaux  #2),J.R.R. Tolkien/Francis Ledoux,4.44,2266118013,fre,471,75,2,10/8/2001,Pocket
The Lord of the Rings,J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,4.5,0563494859,eng,15,2,0,10/6/2003,BBC Audiobooks
The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,0965307794,eng,440,202,10,1/1/2001,Quality Paperback Book Club
The Ice Storm,Rick Moody,3.66,0316706000,eng,288,4592,334,4/10/2002,Back Bay Books
The Diviners,Rick Moody,3.03,0316013277,eng,592,508,65,1/2/2007,Back Bay Books
Right Livelihoods: Three Novellas,Rick Moody,3.31,0316166340,eng,240,223,47,6/1/2007,Little Brown and Company
Black Veil: A Memoir with Digressions,Rick Moody,3.07,0316578991,eng,336,402,38,5/6/2002,Little Brown and Company
Garden State,Rick Moody,3.07,0571200613,eng,212,714,49,8/19/2002,London : Faber  2002
The Lord of the Rings Millennium Edition Boxed Set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0618037667,eng,1472,120,5,10/10/1999,Houghton Mifflin
The Twenty-Seventh City,Jonathan Franzen,3.12,1841157481,en-GB,528,125,17,5/1/2003,HarperCollins Publishers
Stork Naked (Xanth  #30),Piers Anthony,3.88,0765304090,en-US,304,1833,31,10/31/2006,Tor Books
Pet Peeve (Xanth #29),Piers Anthony,3.86,0765343118,en-US,384,2273,35,10/1/2006,Tor Books
Up in a Heaval (Xanth #26),Piers Anthony,3.83,0812574990,eng,342,2364,25,10/19/2003,Tor Fantasy
Roc and a Hard Place (Xanth #19),Piers Anthony,3.75,0812534867,en-US,344,5832,36,10/15/1996,Tor Books
Swell Foop (Xanth #25),Piers Anthony,3.78,0812574745,eng,384,2866,30,10/13/2002,Tor Fantasy
Being a Green Mother (Incarnations of Immortality  #5),Piers Anthony,3.96,0727840010,eng,400,41,1,10/26/1989,Severn House
Firefly,Piers Anthony,3.25,0380759500,eng,466,2420,128,3/1/1992,Avon Books
Yon Ill Wind (Xanth #20),Piers Anthony,3.76,0812555104,eng,340,3804,37,10/15/1997,Tor Fantasy
Vision of Tarot (Tarot  #2),Piers Anthony,3.47,0441864619,en-US,260,1485,13,7/15/1987,Ace Books
On a Pale Horse,Piers Anthony,4.13,0345305183,eng,325,156,13,9/12/1984,Del Rey Books
Vale of the Vole (Xanth #10),Piers Anthony,3.61,0812574966,eng,304,9240,65,3/15/2000,Tor Fantasy
The Dastard (Xanth #24),Piers Anthony,3.81,0812574737,eng,384,3009,28,10/14/2001,Tor Books
Demons Don't Dream (Xanth #16),Piers Anthony,3.8,0812534832,en-US,352,7737,93,2/15/1994,Tor Fantasy
The Color of Her Panties (Xanth #15),Piers Anthony,3.67,0380759497,eng,342,7374,64,9/1/1992,Eos
Faun & Games (Xanth #21),Piers Anthony,3.76,0812555112,eng,352,4039,38,10/15/1997,Tor Fantasy
Harpy Thyme (Xanth #17),Piers Anthony,3.72,0812534840,en-US,352,6460,63,2/15/1995,Tor Books
Geis of the Gargoyle (Xanth #18),Piers Anthony,3.71,0812534859,en-US,342,5242,42,10/15/1995,Tor Fantasy
Three Complete Xanth Novels (Xanth  #1-3),Piers Anthony,4.06,0517122332,en-GB,774,64,1,2/11/1995,Wings
God of Tarot (Tarot  #1),Piers Anthony,3.45,0441294707,en-US,288,1737,36,3/1/1987,Ace
Faith of Tarot (Tarot  #3),Piers Anthony,3.49,0441225659,eng,304,1273,11,4/15/1987,Ace
Unicorn Point (Apprentice Adept #6),Piers Anthony,3.8,0441845630,eng,337,4820,27,1/1/1990,Ace Books
Hard Sell,Piers Anthony,3.38,0441317480,eng,268,700,14,5/1/1993,Ace
Var the Stick (Battle Circle  #2),Piers Anthony,3.76,0552097365,eng,172,762,13,3/21/1975,Corgi
Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,034545328X,en-US,784,4867,19,10/29/2002,Del Rey
Killobyte,Piers Anthony,3.56,0441444253,en-US,312,1549,47,1/1/1994,ACE
Fractal Mode (Mode  #2),Piers Anthony,3.64,0441251269,eng,344,3456,30,12/1/1992,Ace
Anthonology,Piers Anthony,3.66,0812531140,eng,384,710,18,4/15/1986,Tor Books
I Maccabees,Jonathan  A. Goldstein/Anonymous,3.96,0385085338,eng,592,8,0,6/16/1976,Anchor Bible
II Maccabees,Anonymous/Jonathan  A. Goldstein,4.04,0385048645,eng,595,24,2,10/11/1983,Anchor Bible
Question Quest (Xanth #14),Piers Anthony,3.71,0380759489,en-US,368,6894,73,10/1/1991,Avon
Rings of Ice,Piers Anthony,3.34,0380000369,eng,191,403,23,11/1/1987,Avon Books
Shame of Man (Geodyssey  #2),Piers Anthony,3.84,0312858116,eng,380,18,0,10/1/1994,Tor Books
Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),Terry Brooks,3.89,0345317572,eng,324,320,24,3/12/1986,Del Rey Books
Armageddon's Children (Genesis of Shannara  #1),Terry Brooks,4.1,0345484088,eng,371,12609,524,9/30/2006,Ballantine Books
Straken (High Druid of Shannara  #3),Terry Brooks,4.04,0345451139,eng,384,10276,126,8/15/2006,Del Rey
Tanequil (High Druid of Shannara  #2),Terry Brooks,3.98,034543577X,eng,357,10750,106,8/30/2005,Del Rey Books
The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,4.27,0345492862,eng,1248,3088,39,11/14/2006,Del Rey
The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.29,0345465547,eng,1238,3613,42,8/26/2003,Del Rey Books
Jarka Ruus (High Druid of Shannara  #1),Terry Brooks,3.97,0345483898,eng,416,12122,138,7/26/2005,Del Rey
Ilse Witch (Voyage of the Jerle Shannara #1),Terry Brooks,3.96,0743209516,eng,464,144,9,10/2/2000,Earthlight
First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,0345396537,eng,435,864,55,1/29/1997,Del Rey
The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,eng,416,26676,188,3/4/1998,Orbit
The Druids' Keep (The Sword of Shannara  #2),Terry Brooks,4.16,0345461452,eng,240,3732,8,6/3/2003,Del Rey
The Elfstones of Shannara (The Original Shannara Trilogy #2),Terry Brooks,3.97,0345285549,eng,564,1691,152,10/10/2000,Del Rey Books
In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,0345461460,eng,240,6139,22,8/5/2009,Del Rey
Ferdydurke,Witold Gombrowicz/Danuta Borchardt,3.86,0300082401,eng,320,8193,198,8/11/2000,Yale University Press
Cosmos and Pornografia: Two Novels,Witold Gombrowicz/Alastair Hamilton/Eric Mosbacher,4.12,0802151590,eng,362,241,25,3/23/1994,Grove Press
Cosmos,Witold Gombrowicz/Danuta Borchardt,4.03,0300108486,eng,208,1896,129,10/10/2005,Yale University Press
Bacacay,Witold Gombrowicz/Bill Johnston,3.94,097639507X,eng,275,491,28,5/1/2006,Archipelago Books
McSweeney's #12,Dave Eggers/Roddy Doyle/McSweeney's Publishing,3.87,1932416064,eng,273,188,7,12/1/2003,McSweeney's
A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,Laurel Thatcher Ulrich,4.01,0679733760,eng,444,5149,633,12/22/1991,Vintage Books
The Midwife's Apprentice,Karen Cushman,3.72,006440630X,eng,128,36039,1585,8/16/1996,HarperTrophy
Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,1587612216,eng,312,875,43,11/1/2004,Celestial Arts
A Midwife's Story,Sheryl Feldman/Penny Armstrong,4.07,1905177046,eng,194,1473,136,4/1/2007,Pinter & Martin Ltd
The Midwife's Tale,Gretchen Moran Laskas,3.83,0385335547,eng,256,705,99,3/2/2004,Delta
Varney's Pocket Midwife,Jan M. Kriebs/Carolyn L. Gegor,4.06,0763726710,eng,616,4,0,1/1/2005,Jones & Bartlett Publishers
McSweeney's #24,Dave Eggers/Christopher R. Howard/Jonathan Ames/Joe Meno/Eric Hanson,3.8,1932416773,eng,300,277,31,5/28/2007,McSweeney's
Billy Budd  Sailor and Other Uncompleted Writings,Herman Melville,3.11,0810111136,eng,1016,9,1,12/15/2007,Northwestern University Press
Billy Budd  Sailor,Herman Melville/Harrison Hayford/Merton M. Sealts Jr.,3.12,0226321320,eng,230,228,26,9/1/2001,University of Chicago Press
Billy Budd  Sailor,Herman Melville,3.12,1416523723,eng,160,12599,687,8/1/2006,Simon  Schuster
The Outsider,Richard Wright,4.16,0060539259,en-US,672,1779,76,7/29/2003,Harpperen
Native Son,Richard Wright,3.99,006083756X,eng,504,75139,2987,8/2/2005,Harper Perennial Modern Classics
Later Works: Black Boy (American Hunger) / The Outsider,Richard Wright/Arnold Rampersad,4.34,0940450674,eng,887,53,7,10/1/1991,Library of America
Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair,4.06,0451528921,eng,240,62116,1119,8/5/2003,Signet Classics
Cyrano de Bergerac,Edmond Rostand/Anthony Burgess,4.06,1854591177,eng,192,59,11,9/1/2003,Nick Hern Books
The Inferno of Dante: A New Verse Translation (Bilingual Edition),Dante Alighieri/Robert Pinsky/Michael Mazur,4.0,0374525315,mul,464,657,94,9/1/1997,Farrar  Straus and Giroux
Batman: Inferno,Alexander C. Irvine,3.63,0345479459,eng,339,348,24,10/31/2006,Del Rey
Inferno (La Divina Commedia #1),Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner,4.0,0195087445,eng,672,468,50,3/6/1997,Oxford University Press  USA
Dante's Inferno,Dante Alighieri/Mark Musa,4.0,0253209307,eng,432,43,6,6/22/1995,Indiana University Press
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,0451203267,eng,548,54029,2779,6/1/2001,Signet
The Kindness of Strangers,Katrina Kittle,4.02,0060564784,en-US,400,11669,1418,1/2/2007,William Morrow Paperbacks
Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.1,0375724958,eng,288,1584,110,11/14/2000,Vintage
Strangers In Paradise  Pocket Book 5,Terry Moore,4.38,1892597381,eng,392,999,24,12/14/2005,Abstract Studio
The Strangers in the House,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,3.75,1590171942,eng,194,655,66,10/24/2006,NYRB Classics
Wayside School Gets A Little Stranger (Wayside School  #3),Louis Sachar,4.19,0747569118,eng,176,17980,416,4/1/2004,Bloomsbury U.S.A. Children's Books
Strangers,Dean Koontz,4.0,0425181111,eng,704,38693,590,10/1/2002,Berkley
Strangers on a Train,Patricia Highsmith,3.78,0393321983,eng,256,13041,1208,8/28/2001,W. W. Norton & Company
Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt,3.89,068980444X,eng,256,1742,79,11/1/1995,Simon Pulse
Exile and the Kingdom,Albert Camus/Carol Cosman/Orhan Pamuk,3.89,0307278581,eng,166,680,56,2/13/2007,Vintage
A Happy Death,Albert Camus/Richard Howard/Jean Sarocchi,3.82,0141186585,eng,144,6975,257,2/28/2002,Penguin Classics
Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody,4.27,0394708520,eng,365,817,52,9/12/1970,Vintage
L'Étranger,Albert Camus,3.98,2070360024,fre,184,13454,765,3/2/2000,Gallimard
Outsider,Albert Camus,3.98,081912141X,eng,110,21,2,1/1/1983,University Press of America
Caligula and Three Other Plays,Albert Camus,4.04,039440520X,fre,0,17,3,5/1/1966,Knopf
The Possessed,Albert Camus/Justin O'Brien,3.83,039470245X,eng,190,325,22,3/12/1964,Vintage
Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,2070386708,fre,224,6059,210,9/1/1993,Gallimard
Introducing Camus,David Zane Mairowitz/Alain Korkos,3.8,1840460644,en-US,176,163,12,1/3/1998,Totem Books
Notebooks  1935-1951,Albert Camus/Philip Thody/Justin O'Brien,4.28,1569246661,eng,496,553,12,9/1/1998,Marlowe & Company
Existential Meditation,Simon Cleveland,4.91,1411665309,eng,100,11,3,12/22/2005,Lulu.com
The Plague,Albert Camus/Robin Buss,3.98,0141185139,eng,238,975,80,12/5/2002,Penguin
Le mythe de Sisyphe,Albert Camus,4.15,2070322882,fre,187,851,49,2/21/1985,Gallimard
Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,3.94,0785123113,eng,248,48894,1354,8/2/2006,Marvel
Galapagos: A Natural History,Michael H. Jackson,3.88,1895176409,eng,336,98,10,6/30/1994,University of Calgary Press
Ecuador & the Galapagos Islands,Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet,3.89,174104295X,en-GB,440,66,8,8/1/2006,Lonely Planet
Galápagos,Kurt Vonnegut Jr.,3.88,2246371929,fre,282,27,1,6/1/1994,Grasset
Breakfast of Champions,Robert Egan/Kurt Vonnegut Jr.,4.0,0573605734,eng,106,17,0,4/7/2017,Samuel French  Inc.
Seabiscuit: The Saga of a Great Champion,B.K. Beckwith/Howard Brodie/Grantland Rice,4.47,1594160007,eng,64,22,0,8/1/2004,Westholme Publishing
One Door Away from Heaven,Dean Koontz,3.97,0553582755,eng,681,17959,555,10/29/2002,Bantam
Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,0970998716,eng,700,602,10,10/25/2001,Bright Sky Press
The Amateur Marriage,Anne Tyler,3.62,0345472454,eng,342,12986,1112,1/31/2006,Ballantine Books
El matrimonio amateur,Anne Tyler/Gemma Rovira,3.62,8466307605,spa,459,4,1,11/1/2006,Punto de Lectura
Angel Christmas,Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh,3.49,0451406281,eng,384,72,5,11/1/1995,Topaz
Sideways Stories from Wayside School (Wayside School #1),Louis Sachar/Adam McCauley,4.15,0747571775,eng,144,81090,1835,1/19/2004,Bloomsbury Childrens Books
Sideways,Rex Pickett,3.69,0312342519,eng,368,4494,522,10/1/2004,St. Martin's Griffin
Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar,3.88,0747569126,eng,96,3708,74,5/1/2004,Bloomsbury U.S.A. Children's Books
The Sideways Guide to Wine and Life,Alexander Payne/Jim     Taylor,4.38,1557046867,eng,64,8,0,5/25/2005,Newmarket Press
More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,0747569134,eng,112,856,28,9/1/1994,Bloomsbury U.S.A. Children's Books
Sideways: The Shooting Script,Alexander Payne/Jim     Taylor,4.21,1557046557,eng,192,101,3,12/8/2004,Newmarket Press
White Man's Grave,Richard Dooling,3.94,031213214X,eng,400,367,48,3/15/1995,Picador USA
Charms for the Easy Life,Kaye Gibbons,4.02,0060760257,eng,272,11168,744,7/1/2005,Harper Perennial
The Lovely Bones,Alice Sebold,3.81,0316168815,en-US,328,5945,735,4/20/2004,Back Bay Books
Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci,3.97,140500522X,eng,437,15,2,1/21/2005,MacMillan
House of Sand and Fog,Andre Dubus III/Fontaine Dollas Dubus,3.85,0788759892,eng,15,108,19,1/1/1999,Recorded Books
While I Was Gone,Sue Miller,3.69,0345420748,eng,352,239,28,11/26/2002,Ballantine Books
My War Gone by  I Miss It So,Anthony Loyd,4.29,0552771333,en-GB,336,20,2,11/7/2000,Bantam Press
Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg,4.28,074324382X,eng,432,894,99,2/23/2004,Simon  Schuster
Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,4.48,1932855416,eng,368,273,30,9/28/2006,Chronicle Books
National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,4.38,0792253140,eng,503,745,27,11/23/2006,National Geographic Society
Fugitive Pieces,Anne Michaels,3.93,0679776591,eng,304,12209,947,5/26/1998,Vintage
Theories of Relativity,Barbara Haworth-Attard,3.91,0805077901,eng,240,760,75,9/1/2005,Henry Holt and Co. (BYR)
Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,4.18,0143039822,eng,130,14068,344,7/25/2006,Penguin Classics
Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy,4.18,0131862618,en-US,288,24,2,4/1/2005,Pi Press
Mirror Mirror,Gregory Maguire,3.28,0060988657,eng,280,28014,1512,10/1/2004,Regan Books
Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,0425163407,eng,367,725,33,7/1/1998,Berkley
Estado De Miedo,Michael Crichton,3.7,9685959757,spa,685,2,0,6/30/2005,Plaza & Janés Mexico
Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,4.23,1569755833,en-GB,216,9023,112,10/19/2006,Ulysses Press
Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,8478889930,spa,602,5104,386,2/28/2006,Salamandra
Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,8478888845,spa,893,5637,458,2/21/2004,Emece Editores
Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,0972393617,en-US,412,2774,37,1/1/2003,Wizarding World Press
Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,1582348251,lat,249,195,24,7/7/2003,Bloomsbury
Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,0439064864,eng,341,2293963,34692,6/2/1999,Arthur A. Levine Books / Scholastic Inc.
Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,4.42,159990067X,lat,277,86,4,12/26/2006,Bloomsbury USA Children's Books
La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood,3.48,8423338665,spa,91,14,2,1/1/2007,Destino Ediciones
An Instance of the Fingerpost,Iain Pears,3.94,1573227951,eng,691,19134,1081,4/1/2000,Riverhead Books
An Instance of the Fingerpost,Iain Pears,3.94,1573220825,eng,691,214,24,3/16/1998,Riverhead Books
Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,0613647904,eng,256,29,9,9/3/2002,Turtleback
Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,3.62,0375422994,eng,261,9901,747,9/20/2005,Pantheon Books
The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,0375423001,eng,276,7776,560,9/19/2006,Pantheon Books
The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,eng,272,16314,1764,7/12/2005,Anchor
The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,eng,128,4833,479,12/28/2004,Anchor
Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,037570180X,eng,128,188,12,10/27/1998,Knopf
True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,0312982860,eng,432,237,14,4/15/2002,Minotaur Books
At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,0446698466,eng,204,68379,3083,9/5/2006,Grand Central Publishing
The Guardian,Nicholas Sparks,4.15,0446696110,eng,400,148042,4193,4/1/2005,Grand Central Publishing
Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,1561706604,eng,175,253,21,6/1/2003,Hay House
The Notebook (The Notebook  #1),Nicholas Sparks,4.09,0553816713,eng,214,1090603,15272,7/5/2004,Bantam
À tout jamais,Nicholas Sparks,4.17,2266111108,fre,214,186,22,11/21/2002,Pocket
Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,4.03,3453861906,ger,352,8,2,4/1/2003,Heyne
Noches de tormenta,Nicholas Sparks/Isabel Margelí,3.84,8496544141,spa,190,22,5,6/1/2006,Roca Editorial
True Believer,Nicholas Sparks,3.8,0446532436,en-US,322,896,77,7/1/2009,Warner Books
The Patron Saint of Liars,Ann Patchett,3.8,1841150509,eng,352,25342,2493,4/1/2003,HarperCollins Publishers
Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,0452265819,eng,416,2690,133,3/30/1991,Plume
The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,0156030276,eng,275,1009,109,1/15/2007,Mariner Books
The Falls,Joyce Carol Oates,3.58,0060722290,eng,512,8278,748,8/2/2005,Harper Perennial
The Assignation: Stories,Joyce Carol Oates,3.8,0880014407,eng,208,337,23,8/1/1996,PerfectBound
The Gravedigger's Daughter,Joyce Carol Oates,3.55,0061236829,eng,582,7518,860,5/29/2007,Ecco
Middle Age: A Romance,Joyce Carol Oates,3.58,0060934905,eng,480,1650,199,10/1/2002,Ecco
Black Water,Joyce Carol Oates,3.54,0452269865,eng,160,5513,484,5/1/1993,Plume
Blonde,Joyce Carol Oates/Claude Seban,3.99,2253152854,fre,1110,6903,522,4/30/2002,Le Livre de Poche
The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,0151015317,en-US,229,778,122,8/6/2007,Houghton Mifflin Harcourt
A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter,3.84,0812968344,eng,406,1448,138,4/22/2003,Modern Library
Paradise Lost,John Milton/John      Leonard,3.82,0140424393,eng,453,113473,2598,2/27/2003,Penguin Classics
Paradise Lost,John Milton/Philip Pullman,3.82,019280619X,eng,374,269,29,9/15/2005,Oxford University Press
Paradise Lost,John Milton/Gordon Teskey,3.82,0393924289,eng,590,1909,120,12/15/2004,W. W. Norton & Company
Paradise (Second Opportunities  #1),Judith McNaught,4.31,0743474163,eng,709,27430,1132,7/1/2003,Pocket Books
Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,4.03,1400049474,eng,288,1776,282,8/5/2003,Broadway Books
Milton's Paradise Lost,John Milton/Gustave Doré,3.82,1841932515,eng,384,118,10,8/14/2008,Booksales
The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,1425910394,eng,272,33,7,2/14/2006,Authorhouse
Mary Queen of Scotland and The Isles,Margaret George,4.05,0312155859,eng,870,11523,507,4/15/1997,St. Martin's Griffin
When the Elephants Dance,Tess Uriza Holthe,4.03,0142002887,en-US,368,2627,382,6/24/2003,Penguin Books
A Thread of Grace,Mary Doria Russell,4.02,0449004139,eng,442,11782,1332,12/6/2005,Ballantine Books
The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,0375758623,eng,281,4151,521,3/12/2002,Random House Trade
The Dive From Clausen's Pier,Ann Packer,3.42,0375727132,eng,432,19844,1747,4/8/2003,Vintage
The Dive from Clausen's Pier,Ann Packer,3.42,0749933631,eng,368,60,8,3/27/2003,Piatkus
A Dubious Codicil,Michael Wharton,3.25,0701130644,eng,224,3,0,3/15/1991,Random House UK Distribution
The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,0743487672,eng,296,9459,194,7/1/2004,Simon  Schuster
Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert,4.28,1931082219,eng,1075,506,24,9/30/2002,Library of America
Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,3.57,1842931539,en-US,246,47,11,10/10/2005,Watkins Publishing
Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,159307736X,eng,48,539,29,3/27/2007,Dark Horse Comics
Fuselfieber,David Sedaris/Harry Rowohlt,3.79,3453198255,ger,320,14,0,4/1/2002,Diana TB
Mi vida en rose,David Sedaris,3.99,8497934903,spa,240,5,2,11/15/2004,Debolsillo
A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,0226677184,eng,793,1145,77,5/31/1995,University of Chicago Press
Anthony Powell: A Life,Michael   Barber,3.72,1585677108,eng,352,39,8,12/27/2005,Harry N. Abrams
A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,0226677141,eng,718,3817,271,5/31/1995,University of Chicago Press
A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,0226677176,eng,715,1289,83,5/31/1995,University of Chicago Press
A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,0226677168,eng,722,1237,87,6/15/1995,University of Chicago Press
Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.2,1400077303,eng,832,15971,812,3/30/2004,Vintage
Alexander Hamilton,Ron Chernow,4.23,0143034758,eng,818,97099,6149,3/29/2005,Penguin Books
The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,4.07,0802138292,eng,812,5110,281,9/20/2001,Grove Press
Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,3.67,0345479394,eng,160,390,57,4/11/2006,Ballantine Books
Empire of the Senseless,Kathy Acker,3.49,0802131794,eng,240,1487,78,1/13/1994,Grove Press
Great Expectations,Kathy Acker,3.59,0802131557,eng,128,740,38,1/18/1994,Grove Press
Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,3.92,1400096197,eng,464,2944,499,7/12/2005,Anchor
Queen of the Scene,Queen Latifah/Frank Morrison,4.06,0060778563,en-US,32,94,18,9/26/2006,HarperCollins
The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,4.04,0060556579,eng,405,13491,506,4/29/2003,Harper Perennial (HarperCollins)
The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,4.02,060980877X,en-US,288,1958,142,1/7/2003,Three Rivers Press (CA)
Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.74,0618683070,eng,275,25441,2241,5/22/2006,Houghton Mifflin
Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,3.91,0060846739,en-US,336,3808,315,4/11/2006,William Morrow
The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,0743272501,eng,518,68763,3394,12/5/2006,Atria Books
The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,3.9,0743272498,eng,390,136931,3915,9/6/2006,Washington Square Press
The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,3.62,0743249305,eng,624,9643,451,7/2/2003,Washington Square Press
The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,3.71,0743269268,eng,441,43749,1967,9/7/2005,Washington Square Press
Virgin Earth  (Tradescant  #2),Philippa Gregory,3.62,0743272536,en-US,661,4469,272,4/5/2006,Washington Square Press
The Wise Woman,Philippa Gregory,3.32,0006514642,eng,640,6774,529,2/1/2002,HarperCollins Publishers
Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,0743249313,eng,569,8842,380,7/2/2003,Washington Square Press
The Little House,Philippa Gregory,3.68,0006496431,eng,368,1910,237,2/1/1998,HarperCollins Publishers
Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.3,0743249291,eng,656,18944,1547,7/2/2003,Washington Square Press
